"Zip Code","Place Name",State,County,Lat,Long
0521720,08Cavetown,02MD,10Washington,0739.6473,08-77.5842
0521721,10Chewsville,02MD,10Washington,0739.6425,08-77.6372
0521722,12Clear Spring,02MD,10Washington,0739.6658,08-77.9064
0521723,10Cooksville,02MD,06Howard,0739.3211,08-77.0051
0521727,10Emmitsburg,02MD,09Frederick,0639.694,08-77.3357
0521733,08Fairplay,02MD,10Washington,0739.5594,08-77.7604
0521734,09Funkstown,02MD,10Washington,0639.609,08-77.7044
0521737,07Glenelg,02MD,06Howard,0739.2546,08-77.0198
0521738,08Glenwood,02MD,06Howard,0739.2795,08-77.0148
0521740,10Hagerstown,02MD,10Washington,0639.632,08-77.7372
0521741,10Hagerstown,02MD,10Washington,0739.6418,06-77.72
0521742,10Hagerstown,02MD,10Washington,0739.6573,08-77.6921
0521746,10Hagerstown,02MD,10Washington,0739.5638,08-77.7206
0521747,10Hagerstown,02MD,10Washington,0739.6418,06-77.72
0521749,10Hagerstown,02MD,10Washington,0739.6418,06-77.72
0521750,07Hancock,02MD,10Washington,0739.6991,08-78.1762
0521754,10Ijamsville,02MD,09Frederick,0739.3267,08-77.2964
0521755,09Jefferson,02MD,09Frederick,0739.3653,08-77.5441
0521756,11Keedysville,02MD,10Washington,0739.4563,08-77.6944
0521757,06Keymar,02MD,07Carroll,0739.5656,08-77.2817
0521758,09Knoxville,02MD,09Frederick,0739.3479,08-77.6513
0521759,10Ladiesburg,02MD,09Frederick,0739.5694,08-77.2905
0521762,11Libertytown,02MD,09Frederick,0739.4822,08-77.2468
0521765,06Lisbon,02MD,06Howard,0739.3378,07-77.072
0521766,14Little Orleans,02MD,08Allegany,0739.6876,08-78.3781
0521767,12Maugansville,02MD,10Washington,0739.6996,08-77.7499
0521769,10Middletown,02MD,09Frederick,0739.4416,08-77.5502
0521770,08Monrovia,02MD,09Frederick,0739.3512,08-77.2494
0521771,10Mount Airy,02MD,09Frederick,0739.3881,08-77.1723
0521773,10Myersville,02MD,09Frederick,0739.5282,08-77.5513
0521774,10New Market,02MD,09Frederick,0739.4096,08-77.2759
0521775,10New Midway,02MD,09Frederick,0739.5645,08-77.2947
0521776,11New Windsor,02MD,07Carroll,0739.5162,08-77.1034
0521777,14Point Of Rocks,02MD,09Frederick,0739.2791,08-77.5328
0521778,11Rocky Ridge,02MD,09Frederick,0739.6057,08-77.3296
0521779,12Rohrersville,02MD,10Washington,0739.4431,07-77.658
0521780,13Sabillasville,02MD,09Frederick,0739.6828,08-77.4693
0521781,11Saint James,02MD,10Washington,0739.5699,08-77.7607
0521782,10Sharpsburg,02MD,10Washington,0739.4424,08-77.7511
0521783,10Smithsburg,02MD,10Washington,0639.647,08-77.5706
0521784,10Sykesville,02MD,07Carroll,0739.4567,08-76.9696
0521787,09Taneytown,02MD,07Carroll,0739.6658,08-77.1691
0521788,08Thurmont,02MD,09Frederick,0739.6109,08-77.3989
0521790,09Tuscarora,02MD,09Frederick,0739.2667,08-77.5101
0521791,12Union Bridge,02MD,07Carroll,0739.5799,08-77.1319
0521792,10Unionville,02MD,09Frederick,0739.4748,08-77.1855
0521793,12Walkersville,02MD,09Frederick,0739.4787,08-77.3484
0521794,15West Friendship,02MD,06Howard,0739.2934,07-76.966
0521795,12Williamsport,02MD,10Washington,0639.593,08-77.8087
0521797,08Woodbine,02MD,07Carroll,0739.3464,08-77.0647
0521798,09Woodsboro,02MD,09Frederick,0739.5311,08-77.2972
0521801,09Salisbury,02MD,08Wicomico,0738.3824,08-75.6336
0521802,09Salisbury,02MD,08Wicomico,0738.3884,08-75.6276
0521803,09Salisbury,02MD,08Wicomico,0738.3884,08-75.6276
0521804,09Salisbury,02MD,08Wicomico,0738.3508,08-75.5338
0521810,05Allen,02MD,08Wicomico,0738.2873,07-75.688
0521811,06Berlin,02MD,09Worcester,0738.3475,08-75.1866
0521813,11Bishopville,02MD,09Worcester,0738.4296,08-75.1855
0521814,07Bivalve,02MD,08Wicomico,0738.2953,08-75.8914
0521817,09Crisfield,02MD,08Somerset,0737.9845,08-75.8429
0521821,11Deal Island,02MD,08Somerset,0738.1533,08-75.9496
0521822,04Eden,02MD,09Worcester,0738.2807,07-75.651
0521824,05Ewell,02MD,08Somerset,0737.9938,08-76.0351
0521826,09Fruitland,02MD,08Wicomico,0738.3225,08-75.6228
0521829,10Girdletree,02MD,09Worcester,0738.0958,08-75.3902
0521830,06Hebron,02MD,08Wicomico,0738.4026,08-75.6963
0521835,08Linkwood,02MD,10Dorchester,0738.5403,07-75.963
0521836,07Manokin,02MD,08Somerset,0738.1154,08-75.7558
0521837,15Mardela Springs,02MD,08Wicomico,0738.4864,08-75.7414
0521838,14Marion Station,02MD,08Somerset,0738.0266,08-75.7579
0521840,09Nanticoke,02MD,08Wicomico,0738.2672,08-75.9021
0521841,06Newark,02MD,09Worcester,0738.2489,08-75.2893
0521842,10Ocean City,02MD,09Worcester,0738.3365,08-75.0849
0521843,10Ocean City,02MD,09Worcester,0738.3365,08-75.0849
0521849,11Parsonsburg,02MD,08Wicomico,0738.3914,08-75.4737
0521850,10Pittsville,02MD,08Wicomico,0738.3755,08-75.4076
0521851,13Pocomoke City,02MD,09Worcester,0738.0714,07-75.555
0521852,11Powellville,02MD,08Wicomico,0738.3287,08-75.3755
0521853,13Princess Anne,02MD,08Somerset,0738.1919,08-75.7072
0521856,08Quantico,02MD,08Wicomico,0738.3339,08-75.7851
0521857,08Rehobeth,02MD,08Somerset,0638.039,07-75.663
0521861,09Sharptown,02MD,08Wicomico,0738.5389,08-75.7192
0521862,07Showell,02MD,09Worcester,0738.4003,08-75.2166
0521863,09Snow Hill,02MD,09Worcester,0738.1868,07-75.405
0521864,08Stockton,02MD,09Worcester,0738.0452,08-75.4108
0521865,07Tyaskin,02MD,08Wicomico,0738.2833,08-75.8465
0521866,08Tylerton,02MD,08Somerset,0737.9666,08-76.0235
0521867,15Upper Fairmount,02MD,08Somerset,0738.1005,08-75.8223
0521869,06Vienna,02MD,10Dorchester,0738.4774,08-75.8729
0521871,08Westover,02MD,08Somerset,0638.101,08-75.7406
0521872,11Whaleyville,02MD,09Worcester,0738.4121,08-75.2811
0521874,08Willards,02MD,08Wicomico,0738.3939,08-75.3552
0521875,06Delmar,02MD,08Wicomico,0738.4445,08-75.5583
0521890,08Westover,02MD,08Somerset,0738.0927,08-75.8882
0521901,10North East,02MD,05Cecil,0739.6045,08-75.9538
0521902,11Perry Point,02MD,05Cecil,0639.553,08-76.0725
0521903,10Perryville,02MD,05Cecil,0739.5649,08-76.0592
0521904,12Port Deposit,02MD,05Cecil,0739.6151,08-76.0633
0521911,10Rising Sun,02MD,05Cecil,0739.6882,08-76.0492
0521912,07Warwick,02MD,05Cecil,0739.4283,08-75.7996
0521913,08Cecilton,02MD,05Cecil,0739.4015,08-75.8654
0521914,11Charlestown,02MD,05Cecil,0739.5729,08-75.9795
0521915,15Chesapeake City,02MD,05Cecil,0739.5133,08-75.8406
0521916,06Childs,02MD,05Cecil,0739.5415,03-76
0521917,06Colora,02MD,05Cecil,0739.6695,08-76.0934
0521918,09Conowingo,02MD,05Cecil,0739.6778,08-76.1572
0521919,10Earleville,02MD,05Cecil,0739.4271,08-75.9403
0521920,09Elk Mills,02MD,05Cecil,0639.658,08-75.8282
0521921,06Elkton,02MD,05Cecil,0739.6264,08-75.8458
0521922,06Elkton,02MD,05Cecil,0739.6068,08-75.8333
0521930,10Georgetown,02MD,05Cecil,0739.3662,08-75.8845
0522003,09Annandale,02VA,07Fairfax,0738.8307,08-77.2142
0522009,05Burke,02VA,07Fairfax,0738.8318,08-77.2888
0522015,05Burke,02VA,07Fairfax,0738.7894,08-77.2818
0522025,08Dumfries,02VA,14Prince William,0738.5993,08-77.3403
0522026,08Dumfries,02VA,14Prince William,0738.5669,08-77.2921
0522027,11Dunn Loring,02VA,07Fairfax,0738.8954,08-77.2214
0522030,07Fairfax,02VA,14Fairfax (city),0738.8458,08-77.3242
0522031,07Fairfax,02VA,14Fairfax (city),0738.8604,08-77.2649
0522032,07Fairfax,02VA,07Fairfax,0738.8177,08-77.2925
0522033,07Fairfax,02VA,07Fairfax,0738.8776,08-77.3885
0522034,07Fairfax,02VA,07Fairfax,0738.8318,08-77.2888
0522035,07Fairfax,02VA,07Fairfax,0738.8557,08-77.3616
0522036,07Fairfax,02VA,07Fairfax,0738.7351,08-77.0797
0522037,07Fairfax,02VA,07Fairfax,0738.8318,08-77.2888
0522038,07Fairfax,02VA,14Fairfax (city),0738.8528,07-77.302
0522039,15Fairfax Station,02VA,07Fairfax,0738.7602,08-77.3064
0522040,12Falls Church,02VA,19Falls Church (city),0738.8842,08-77.1718
0522041,12Falls Church,02VA,07Fairfax,0738.8502,08-77.1448
0522042,12Falls Church,02VA,07Fairfax,0738.8635,08-77.1939
0522043,12Falls Church,02VA,07Fairfax,0738.8994,08-77.1895
0522044,12Falls Church,02VA,07Fairfax,0738.8589,08-77.1548
0522046,12Falls Church,02VA,19Falls Church (city),0738.8856,08-77.1802
0522060,12Fort Belvoir,02VA,07Fairfax,0738.6947,08-77.1433
0522066,11Great Falls,02VA,07Fairfax,0739.0039,08-77.3083
0522067,08Greenway,02VA,07Fairfax,0738.9645,08-77.2331
0522079,06Lorton,02VA,07Fairfax,0738.6929,07-77.204
0522081,10Merrifield,02VA,07Fairfax,0738.8739,08-77.2345
0522082,10Merrifield,02VA,07Fairfax,0738.8743,08-77.2269
0522095,07Herndon,02VA,07Fairfax,0738.9696,08-77.3861
0522096,06Reston,02VA,07Fairfax,0738.8318,08-77.2888
0522101,07Mc Lean,02VA,07Fairfax,0738.9326,08-77.1706
0522102,07Mc Lean,02VA,07Fairfax,0638.953,08-77.2295
0522103,11West Mclean,02VA,07Fairfax,0738.8318,08-77.2888
0522106,07Mc Lean,02VA,07Fairfax,0738.9335,08-77.1797
0522107,07Mc Lean,02VA,07Fairfax,0738.9321,08-77.1841
0522108,07Mc Lean,02VA,07Fairfax,0738.9321,08-77.1841
0522109,07Mc Lean,02VA,07Fairfax,0738.9335,08-77.1797
0522116,10Merrifield,02VA,07Fairfax,0738.8715,08-77.2344
0522118,10Merrifield,02VA,07Fairfax,0738.8318,08-77.2888
0522119,10Merrifield,02VA,07Fairfax,0738.8318,08-77.2888
0522121,12Mount Vernon,02VA,07Fairfax,0738.7192,08-77.1073
0522122,09Newington,02VA,07Fairfax,0738.7384,07-77.185
0522124,06Oakton,02VA,07Fairfax,0738.8852,08-77.3233
0522125,08Occoquan,02VA,14Prince William,0738.6816,08-77.2605
0522134,08Quantico,02VA,14Prince William,0638.531,08-77.3358
0522135,08Quantico,02VA,14Prince William,0738.5223,08-77.2936
0522150,11Springfield,02VA,07Fairfax,0738.7797,08-77.1866
0522151,11Springfield,02VA,07Fairfax,0738.8029,08-77.2116
0522152,11Springfield,02VA,07Fairfax,0738.7757,08-77.2337
0522153,11Springfield,02VA,07Fairfax,0738.7449,07-77.237
0522156,11Springfield,02VA,07Fairfax,0738.8318,08-77.2888
0522158,11Springfield,02VA,07Fairfax,0738.8318,08-77.2888
0522159,11Springfield,02VA,07Fairfax,0738.8318,08-77.2888
0522160,11Springfield,02VA,07Fairfax,0738.8318,08-77.2888
0522161,11Springfield,02VA,07Fairfax,0738.7893,08-77.1872
0522172,08Triangle,02VA,14Prince William,0738.5509,08-77.3229
0522180,06Vienna,02VA,07Fairfax,0738.8935,08-77.2532
0522181,06Vienna,02VA,07Fairfax,0738.8977,07-77.288
0522182,06Vienna,02VA,07Fairfax,0638.928,08-77.2649
0522183,06Vienna,02VA,07Fairfax,0738.8318,08-77.2888
0522185,06Vienna,02VA,07Fairfax,0738.8318,08-77.2888
0522191,10Woodbridge,02VA,14Prince William,0738.6356,08-77.2683
0522192,10Woodbridge,02VA,14Prince William,0638.676,08-77.3163
0522193,10Woodbridge,02VA,14Prince William,0738.6438,08-77.3451
0522194,10Woodbridge,02VA,14Prince William,0738.6582,08-77.2497
0522195,10Woodbridge,02VA,14Prince William,0738.6582,08-77.2497
0522199,06Lorton,02VA,07Fairfax,0738.7043,08-77.2278
0522201,09Arlington,02VA,09Arlington,0738.8871,08-77.0932
0522202,09Arlington,02VA,09Arlington,0738.8565,08-77.0592
0522203,09Arlington,02VA,09Arlington,0738.8738,08-77.1142
0522204,09Arlington,02VA,09Arlington,0638.859,08-77.0997
0522205,09Arlington,02VA,09Arlington,0738.8836,08-77.1395
0522206,09Arlington,02VA,09Arlington,0738.8415,08-77.0905
0522207,09Arlington,02VA,09Arlington,0738.9033,08-77.1263
0522209,09Arlington,02VA,09Arlington,0738.8926,08-77.0753
0522210,09Arlington,02VA,09Arlington,0738.8808,08-77.1129
0522211,09Fort Myer,02VA,09Arlington,0738.8921,08-77.0794
0522212,09Arlington,02VA,09Arlington,0738.8808,08-77.1129
0522213,09Arlington,02VA,09Arlington,0738.8954,08-77.1633
0522214,09Arlington,02VA,09Arlington,0738.8688,08-77.0739
0522215,09Arlington,02VA,09Arlington,0738.8808,08-77.1129
0522216,09Arlington,02VA,09Arlington,0738.8808,08-77.1129
0522217,09Arlington,02VA,09Arlington,0738.8808,08-77.1129
0522219,09Arlington,02VA,09Arlington,0738.8808,08-77.1129
0522225,09Arlington,02VA,09Arlington,0738.8808,08-77.1129
0522226,09Arlington,02VA,09Arlington,0738.8834,08-77.1028
0522227,09Arlington,02VA,09Arlington,0738.8808,08-77.1129
0522230,09Arlington,02VA,09Arlington,0738.8797,08-77.1108
0522240,09Arlington,02VA,09Arlington,0738.8566,08-77.0518
0522241,09Arlington,02VA,09Arlington,0738.8808,08-77.1129
0522242,09Arlington,02VA,09Arlington,0738.8509,08-77.0523
0522243,09Arlington,02VA,09Arlington,0738.8605,08-77.0516
0522244,09Arlington,02VA,09Arlington,0738.8545,07-77.052
0522245,09Arlington,02VA,09Arlington,0738.8518,08-77.0523
0522246,09Arlington,02VA,09Arlington,0738.8808,08-77.1129
0522301,10Alexandria,02VA,18City of Alexandria,0538.82,08-77.0589
0522302,10Alexandria,02VA,18City of Alexandria,0738.8276,08-77.0896
0522303,10Alexandria,02VA,07Fairfax,0738.7912,08-77.0814
0522304,10Alexandria,02VA,18City of Alexandria,0738.8149,07-77.121
0522305,10Alexandria,02VA,18City of Alexandria,0738.8372,07-77.064
0522306,10Alexandria,02VA,07Fairfax,0738.7589,08-77.0873
0522307,10Alexandria,02VA,07Fairfax,0738.7714,08-77.0657
0522308,10Alexandria,02VA,07Fairfax,0738.7316,08-77.0604
0522309,10Alexandria,02VA,07Fairfax,0738.7192,08-77.1073
0522310,10Alexandria,02VA,07Fairfax,0738.7794,08-77.1194
0522311,10Alexandria,02VA,18City of Alexandria,0638.832,06-77.12
0522312,10Alexandria,02VA,07Fairfax,0738.8191,08-77.1484
0522313,10Alexandria,02VA,18City of Alexandria,0738.8158,08-77.0901
0522314,10Alexandria,02VA,18City of Alexandria,0638.806,08-77.0529
0522315,10Alexandria,02VA,07Fairfax,0738.7596,08-77.1485
0522320,10Alexandria,02VA,18City of Alexandria,0738.8044,08-77.0467
0522331,10Alexandria,02VA,18City of Alexandria,0738.8013,08-77.0707
0522332,10Alexandria,02VA,18City of Alexandria,0738.8031,08-77.0727
0522333,10Alexandria,02VA,18City of Alexandria,0738.8158,08-77.0901
0522334,10Alexandria,02VA,18City of Alexandria,0738.8158,08-77.0901
0522350,10Alexandria,02VA,18City of Alexandria,0738.8045,08-77.0509
0522401,14Fredericksburg,02VA,21Fredericksburg (city),0738.2995,08-77.4772
0522402,14Fredericksburg,02VA,21Fredericksburg (city),0738.2996,08-77.4897
0522403,14Fredericksburg,02VA,08Stafford,0738.4173,08-77.4608
0522404,14Fredericksburg,02VA,21Fredericksburg (city),0738.3032,08-77.4605
0522405,14Fredericksburg,02VA,08Stafford,0738.3365,08-77.4366
0522406,14Fredericksburg,02VA,08Stafford,0738.3796,08-77.5349
0522407,14Fredericksburg,02VA,12Spotsylvania,0738.2688,08-77.5476
0522408,14Fredericksburg,02VA,12Spotsylvania,0738.2481,08-77.4681
0522412,14Fredericksburg,02VA,12Spotsylvania,0738.1847,08-77.6626
0522427,13Bowling Green,02VA,08Caroline,0738.0137,08-77.1802
0522428,13Bowling Green,02VA,08Caroline,0738.0496,08-77.3466
0522430,06Brooke,02VA,08Stafford,0738.3857,08-77.3743
0522432,07Burgess,02VA,14Northumberland,0737.8687,08-76.3542
0522433,09Burr Hill,02VA,06Orange,0738.3446,08-77.8719
0522435,06Callao,02VA,14Northumberland,0737.9773,08-76.5732
0522436,05Caret,02VA,05Essex,0737.9826,08-76.9614
0522437,12Center Cross,02VA,05Essex,0737.7929,08-76.7548
0522438,09Champlain,02VA,05Essex,0738.0214,08-76.9719
0522442,11Coles Point,02VA,12Westmoreland,0738.1437,08-76.6355
0522443,14Colonial Beach,02VA,12Westmoreland,0738.1792,08-76.9959
0522446,06Corbin,02VA,08Caroline,0738.1996,08-77.3889
0522448,08Dahlgren,02VA,11King George,0738.3375,08-77.0429
0522451,05Dogue,02VA,11King George,0738.2321,08-77.2158
0522454,10Dunnsville,02VA,05Essex,0737.8527,08-76.8475
0522456,12Edwardsville,02VA,14Northumberland,0737.9065,08-76.3652
0522460,07Farnham,02VA,08Richmond,0637.874,07-76.605
0522463,13Garrisonville,02VA,08Stafford,0738.4684,08-77.4612
0522469,05Hague,02VA,12Westmoreland,0738.0573,08-76.6616
0522471,08Hartwood,02VA,08Stafford,0738.3993,08-77.5814
0522472,11Haynesville,02VA,08Richmond,0737.9505,08-76.6367
0522473,11Heathsville,02VA,14Northumberland,0737.9072,08-76.4178
0522476,06Hustle,02VA,05Essex,0738.0329,08-77.0633
0522480,09Irvington,02VA,09Lancaster,0737.6645,07-76.416
0522481,06Jersey,02VA,11King George,0738.2115,08-77.1394
0522482,10Kilmarnock,02VA,09Lancaster,0737.7162,07-76.382
0522485,11King George,02VA,11King George,0738.2811,07-77.126
0522488,07Kinsale,02VA,12Westmoreland,0738.0505,08-76.5855
0522501,09Ladysmith,02VA,08Caroline,0738.0176,08-77.5153
0522503,09Lancaster,02VA,09Lancaster,0737.7395,08-76.5002
0522504,08Laneview,02VA,05Essex,0737.7681,08-76.7117
0522507,06Lively,02VA,09Lancaster,0737.7572,08-76.5118
0522508,12Locust Grove,02VA,06Orange,0738.3352,08-77.7709
0522509,07Loretto,02VA,05Essex,0738.0789,08-77.0485
0522511,09Lottsburg,02VA,14Northumberland,0737.9792,08-76.5018
0522513,11Merry Point,02VA,09Lancaster,0737.7338,08-76.4825
0522514,07Milford,02VA,08Caroline,0738.0058,08-77.3185
0522517,07Mollusk,02VA,09Lancaster,0737.7301,07-76.538
0522520,08Montross,02VA,12Westmoreland,0738.1105,08-76.7828
0522523,09Morattico,02VA,09Lancaster,0737.7928,08-76.6093
0522524,11Mount Holly,02VA,12Westmoreland,0738.1182,08-76.6805
0522526,05Ninde,02VA,11King George,0738.2712,08-77.0561
0522528,10Nuttsville,02VA,09Lancaster,0737.7935,08-76.5508
0522529,07Oldhams,02VA,12Westmoreland,0738.0181,08-76.6861
0522530,07Ophelia,02VA,14Northumberland,0737.9094,08-76.2934
0522534,07Partlow,02VA,12Spotsylvania,0738.0641,08-77.6586
0522535,10Port Royal,02VA,08Caroline,0738.1621,08-77.1837
0522538,20Rappahannock Academy,02VA,08Caroline,0738.2079,08-77.2502
0522539,09Reedville,02VA,14Northumberland,0637.857,08-76.2829
0522542,12Rhoadesville,02VA,06Orange,0738.2863,07-77.923
0522544,12Rollins Fork,02VA,11King George,0738.1849,08-77.0622
0522545,04Ruby,02VA,08Stafford,0738.5086,07-77.543
0522546,11Ruther Glen,02VA,08Caroline,0737.9451,08-77.4714
0522547,08Sealston,02VA,11King George,0738.2711,08-77.1726
0522548,06Sharps,02VA,08Richmond,0637.824,08-76.7008
0522551,12Spotsylvania,02VA,12Spotsylvania,0638.162,08-77.6854
0522552,06Sparta,02VA,08Caroline,0738.0094,08-77.2251
0522553,12Spotsylvania,02VA,12Spotsylvania,0638.271,08-77.6447
0522554,08Stafford,02VA,08Stafford,0738.4586,08-77.4306
0522555,08Stafford,02VA,08Stafford,0738.4221,08-77.4083
0522556,08Stafford,02VA,08Stafford,0738.4718,08-77.5102
0522558,09Stratford,02VA,12Westmoreland,0738.1484,08-76.8413
0522560,12Tappahannock,02VA,05Essex,0737.9146,08-76.9125
0522565,09Thornburg,02VA,12Spotsylvania,0738.1372,08-77.5189
0522567,10Unionville,02VA,06Orange,0738.2383,08-77.9193
0522570,07Village,02VA,08Richmond,0737.9472,08-76.6154
0522572,06Warsaw,02VA,08Richmond,0737.9695,08-76.7665
0522576,05Weems,02VA,09Lancaster,0737.6847,08-76.4313
0522577,11Sandy Point,02VA,12Westmoreland,0738.0673,08-76.5503
0522578,11White Stone,02VA,09Lancaster,0737.6886,08-76.3616
0522579,15Wicomico Church,02VA,14Northumberland,0737.8025,08-76.3636
0522580,08Woodford,02VA,08Caroline,0738.0847,08-77.4399
0522581,06Zacata,02VA,12Westmoreland,0738.1218,08-76.7903
0522601,10Winchester,02VA,17Winchester (city),0739.1858,08-78.1827
0522602,10Winchester,02VA,09Frederick,0739.1501,07-78.269
0522603,10Winchester,02VA,09Frederick,0639.264,08-78.1989
0522604,10Winchester,02VA,17Winchester (city),0739.1676,08-78.1686
0522610,11Bentonville,02VA,06Warren,0738.8187,08-78.2757
0522611,10Berryville,02VA,06Clarke,0739.1532,08-77.9688
0522620,05Boyce,02VA,06Clarke,0739.0698,08-78.0203
0522622,09Brucetown,02VA,09Frederick,0739.2543,08-78.0664
0522623,11Chester Gap,02VA,12Rappahannock,0738.8537,08-78.1412
0522624,11Clear Brook,02VA,09Frederick,0739.2655,08-78.0988
0522625,14Cross Junction,02VA,09Frederick,0739.3744,08-78.3081
0522626,12Fishers Hill,02VA,10Shenandoah,0738.9834,08-78.4038
0522627,10Flint Hill,02VA,12Rappahannock,0738.7629,05-78.1
0522630,11Front Royal,02VA,06Warren,0738.9268,08-78.1796
0522637,04Gore,02VA,09Frederick,0739.2887,08-78.3417
0522639,04Hume,02VA,08Fauquier,0738.8273,08-77.9949
0522640,06Huntly,02VA,12Rappahannock,0738.8129,08-78.1165
0522641,09Strasburg,02VA,10Shenandoah,0739.0808,08-78.3913
0522642,06Linden,02VA,06Warren,0738.8812,08-78.0478
0522643,07Markham,02VA,08Fauquier,0638.904,08-78.0019
0522644,10Maurertown,02VA,10Shenandoah,0738.9441,08-78.4658
0522645,10Middletown,02VA,09Frederick,0739.0367,08-78.2815
0522646,08Millwood,02VA,06Clarke,0739.1219,08-77.9901
0522649,10Middletown,02VA,06Warren,0739.0048,08-78.2478
0522650,10Rileyville,02VA,04Page,0738.7564,08-78.3873
0522652,11Fort Valley,02VA,10Shenandoah,0738.8407,08-78.4276
0522654,12Star Tannery,02VA,09Frederick,0739.0908,08-78.4343
0522655,13Stephens City,02VA,09Frederick,0739.0834,08-78.1907
0522656,10Stephenson,02VA,09Frederick,0739.1973,08-78.0941
0522657,09Strasburg,02VA,10Shenandoah,0738.9884,08-78.3386
0522660,10Toms Brook,02VA,10Shenandoah,0738.9476,08-78.4331
0522663,10White Post,02VA,06Clarke,0639.058,08-78.1105
0522664,09Woodstock,02VA,10Shenandoah,0638.887,08-78.5217
0522701,08Culpeper,02VA,08Culpeper,0738.5117,08-77.9928
0522709,05Aroda,02VA,07Madison,0738.3256,08-78.2366
0522711,05Banco,02VA,07Madison,0738.4285,08-78.2678
0522712,08Bealeton,02VA,08Fauquier,0738.5453,08-77.7561
0522713,06Boston,02VA,08Culpeper,0738.5382,08-78.1423
0522714,14Brandy Station,02VA,08Culpeper,0638.511,08-77.9037
0522715,10Brightwood,02VA,07Madison,0738.4114,08-78.1698
0522716,09Castleton,02VA,12Rappahannock,0738.6032,08-78.1208
0522718,07Elkwood,02VA,08Culpeper,0738.4652,07-77.817
0522719,05Etlan,02VA,07Madison,0738.5095,08-78.2638
0522720,08Goldvein,02VA,08Fauquier,0738.4725,08-77.6423
0522722,07Haywood,02VA,07Madison,0738.4285,08-78.2678
0522723,04Hood,02VA,07Madison,0738.3549,08-78.3828
0522724,12Jeffersonton,02VA,08Culpeper,0738.6256,08-77.9069
0522725,04Leon,02VA,07Madison,0738.4285,08-78.2678
0522726,06Lignum,02VA,08Culpeper,0738.3956,06-77.83
0522727,07Madison,02VA,07Madison,0538.37,08-78.2976
0522728,07Midland,02VA,08Fauquier,0738.5671,08-77.7127
0522729,09Mitchells,02VA,08Culpeper,0738.3744,08-78.0105
0522730,07Oakpark,02VA,07Madison,0738.3674,08-78.1628
0522731,06Pratts,02VA,07Madison,0738.3366,08-78.2573
0522732,07Radiant,02VA,07Madison,0738.3146,08-78.1899
0522733,07Rapidan,02VA,08Culpeper,0738.3392,08-78.0476
0522734,09Remington,02VA,08Fauquier,0738.5309,08-77.8037
0522735,04Reva,02VA,08Culpeper,0738.4604,08-78.1572
0522736,13Richardsville,02VA,08Culpeper,0738.3924,08-77.7195
0522737,10Rixeyville,02VA,08Culpeper,0738.5852,08-78.0282
0522738,08Rochelle,02VA,07Madison,0738.3215,08-78.3042
0522739,10Somerville,02VA,08Fauquier,0738.5059,08-77.5956
0522740,11Sperryville,02VA,12Rappahannock,0738.6203,08-78.2466
0522741,11Stevensburg,02VA,08Culpeper,0738.4441,08-77.8842
0522742,09Sumerduck,02VA,08Fauquier,0738.4674,08-77.7044
0522743,05Syria,02VA,07Madison,0738.4972,08-78.3229
0522746,08Viewtown,02VA,12Rappahannock,0738.6457,08-78.0258
0522747,10Washington,02VA,12Rappahannock,0738.7078,08-78.1566
0522748,08Wolftown,02VA,07Madison,0738.3557,08-78.3475
0522749,09Woodville,02VA,12Rappahannock,0738.6482,08-78.1739
0522801,12Harrisonburg,02VA,20City of Harrisonburg,0738.4489,08-78.8714
0522802,12Harrisonburg,02VA,10Rockingham,0738.4905,08-78.8179
0522803,12Harrisonburg,02VA,20City of Harrisonburg,0738.4496,08-78.8689
0522807,12Harrisonburg,02VA,20City of Harrisonburg,0738.4409,08-78.8742
0522810,05Basye,02VA,10Shenandoah,0738.8089,08-78.7776
0522811,07Bergton,02VA,10Rockingham,0738.7925,08-78.9668
0522812,11Bridgewater,02VA,10Rockingham,0738.3859,08-78.9937
0522815,08Broadway,02VA,10Rockingham,0738.6083,08-78.7875
0522820,07Criders,02VA,10Rockingham,0738.7497,08-78.9974
0522821,06Dayton,02VA,10Rockingham,0738.4707,07-79.085
0522824,08Edinburg,02VA,10Shenandoah,0738.8432,08-78.6003
0522827,06Elkton,02VA,10Rockingham,0738.4025,08-78.6321
0522830,09Fulks Run,02VA,10Rockingham,0738.6339,08-78.9358
0522831,06Hinton,02VA,10Rockingham,0738.5689,08-79.0885
0522832,10Keezletown,02VA,10Rockingham,0738.4659,08-78.7499
0522833,12Lacey Spring,02VA,10Rockingham,0738.5284,08-78.8552
0522834,08Linville,02VA,10Rockingham,0738.5557,08-78.8961
0522835,05Luray,02VA,04Page,0738.6548,08-78.4596
0522840,14Mc Gaheysville,02VA,10Rockingham,0738.3712,08-78.7411
0522841,14Mount Crawford,02VA,10Rockingham,0738.3457,08-78.8957
0522842,13Mount Jackson,02VA,10Shenandoah,0738.7857,08-78.6803
0522843,11Mount Solon,02VA,07Augusta,0738.3328,08-79.1028
0522844,10New Market,02VA,10Shenandoah,0738.6606,08-78.6714
0522845,14Orkney Springs,02VA,10Shenandoah,0738.7937,08-78.8111
0522846,10Penn Laird,02VA,10Rockingham,0638.375,08-78.7795
0522847,10Quicksburg,02VA,10Shenandoah,0738.7201,08-78.7213
0522848,15Pleasant Valley,02VA,10Rockingham,0738.3847,08-78.8914
0522849,10Shenandoah,02VA,04Page,0638.501,07-78.609
